Name,Review URL,District,District ID,Category ID,Category Name,Price UI,Address,Review Count,Smile,Cry,Overall Score,Bookmark Count,Latitude,longitude
Yum Cha 飲茶,/en/hongkong/r-yum-cha-tsim-sha-tsui-guangdong-dim-sum-r472963/reviews,Tsim Sha Tsui,2008,"[1002, 1036, 1001, 1041]","[Guangdong, Dim Sum, Stir-Fry, Chinese Buns]",$101-200,"3/F, Attitude on Granville, 20-22 Granville Road",215,119.0,12.0,3.585372,16919,22.299757999999997,114.1737564
Tatsujin Ramen 拉麵達人,/en/hongkong/r-tatsujin-ramen-jordan-japanese-ramen-r445032/reviews,Jordan,2028,"[2009, 1005]","[Japanese, Ramen]",$51-100,"Shop 4, G/F, Haven Mansion, 108 Woo Sung Street",268,215.0,7.0,3.810465,5831,22.305698174699998,114.17032621799999
Station 3 Cafe 第三站,/en/hongkong/r-station-3-cafe-mong-kok-western-r494380/reviews,Mong Kok,2010,"[3006, 1008, 4000, 1024]","[Italian, Coffee Shop, Western, Upper-floor Cafe]",$101-200,"Flat 08-09, 25/F, Golden Era Plaza, 39 Sai Yee Street",240,168.0,25.0,3.625581,9895,22.3183611,114.17173009999999
I's Land Cafe,/en/hongkong/r-is-land-cafe-kwun-tong-western-cake-r478085/reviews,Kwun Tong,2026,"[1004, 1203, 1008, 4000, 1024]","[Hong Kong Style, Cake, Coffee Shop, Western, Upper-floor Cafe]",$101-200,"Shop A, 6/F, Block 1, Camel Paint Building, 62 Hoi Yuen Road",304,190.0,26.0,3.5958040000000002,14141,22.3103935988,114.225143194
K2 Kitchen,/en/hongkong/r-k2-kitchen-kwun-tong-international-seafood-r470844/reviews,Kwun Tong,2026,"[6000, 1009, 1003, 1014]","[International, Seafood, Steak House, Dessert]",$101-200,"Room 6, 13/F, Crown Industrial Building, 106 How Ming Street",217,191.0,6.0,4.0473930000000005,4747,22.3117135,114.22374040000001
66 Hot Pot 陸陸雞煲火鍋,/en/hongkong/r-66-hot-pot-mong-kok-hong-kong-style-chicken-hot-pot-r174182/reviews,Mong Kok,2010,"[1004, 1001, 1001, 1074]","[Hong Kong Style, Hot Pot, Stir-Fry, Chicken Hot Pot]",$101-200,16 Pak Po Street,252,215.0,14.0,3.804938,6184,22.317606,114.1730947
Steam Fresh 九重鮮,/en/hongkong/r-steam-fresh-hung-hom-korean-hot-pot-r481962/reviews,Hung Hom,2015,"[2001, 1001, 1009, 1018, 1204]","[Korean, Hot Pot, Seafood, Congee, Steam Hotpot]",$201-400,"Shop G26, Site 11, Whampoa Garden,",269,237.0,6.0,4.097884,6832,22.3063438607,114.189614654
JKJ POT 尚上下夏 - 養生雞煲火鍋,/en/hongkong/r-jkj-pot-tsim-sha-tsui-hong-kong-style-chicken-hot-pot-r179598/reviews,Tsim Sha Tsui,2008,"[1004, 1001, 1001, 1008, 1009, 1074]","[Hong Kong Style, Hot Pot, Stir-Fry, Sichuan, Seafood, Chicken Hot Pot]",$101-200,"G/F, 23 Hillwood Road",239,206.0,11.0,3.95238,8878,22.3027585,114.1732166
Noah Castella 諾亞半熟蛋糕專門店,/en/hongkong/r-noah-castella-kowloon-city-taiwan-dessert-r193033/reviews,Kowloon City,2001,"[1009, 1014, 6000, 1203]","[Taiwan, Dessert, International, Cake]",$51-100,"Shop 2, G/F, 64 Nga Tsin Wai Road",301,243.0,7.0,3.847058,4054,22.329065,114.190526
The Pantry,/en/hongkong/r-the-pantry-tsim-sha-tsui-international-all-day-breakfast-r497217/reviews,Tsim Sha Tsui,2008,"[6000, 1014, 1008, 1022, 1075]","[International, Dessert, Coffee Shop, Pizza, All Day Breakfast]",$101-200,"Shop 2133, 2/F, Elements, 1 Austin Road West",229,171.0,11.0,3.900666,10087,22.304914,114.16164099999999
101手工涮涮鍋,/en/hongkong/r-101%E6%89%8B%E5%B7%A5%E6%B6%AE%E6%B6%AE%E9%8D%8B-tsim-sha-tsui-taiwan-hot-pot-r506474/reviews,Tsim Sha Tsui,2008,"[1009, 1001]","[Taiwan, Hot Pot]",$201-400,"G/F, 9 Hau Fook Street",242,213.0,6.0,4.112931,8239,22.299698,114.17428400000001
The Greenery 雅苑座,/en/hongkong/r-the-greenery-tsim-sha-tsui-western-buffet-r3666/reviews,Tsim Sha Tsui,2008,"[4000, 1032, 1011, 12, 6000]","[Western, Buffet, Hotel Restaurant, Family Style Dining, International]",$401-800,"3/F, The Royal Garden, 69 Mody Road",752,498.0,77.0,3.845803,33753,22.298705616,114.177657366
琥酌,/en/hongkong/r-%E7%90%A5%E9%85%8C-prince-edward-japanese-roast-meat-r505772/reviews,Prince Edward,2029,"[2009, 1025]","[Japanese, Roast Meat]",$201-400,"G/F, 159A Sai Yeung Choi Street North",190,159.0,4.0,3.9567930000000002,10624,22.3255860796,114.16862348
Iron Cow Taiwanese Beef Noodles 鐵牛台灣牛肉麵,/en/hongkong/r-iron-cow-taiwanese-beef-noodles-tsim-sha-tsui-taiwan-noodles-rice-noodles-r481225/reviews,Tsim Sha Tsui,2008,"[1009, 1010]","[Taiwan, Noodles/Rice Noodles]",$51-100,"Shop 28, LG/F, Hilton Towers, 96 Granville Road",222,154.0,6.0,3.75,10848,22.299581,114.177177
Double Cafe 孖啡,/en/hongkong/r-double-cafe-mong-kok-western-dessert-r23308/reviews,Mong Kok,2010,"[4000, 1014, 1008, 1024]","[Western, Dessert, Coffee Shop, Upper-floor Cafe]",$51-100,"4/F, Ko's House, 577 Nathan Road",177,122.0,13.0,3.685964,11504,22.315136,114.16998000000001
養心殿台式養生鍋,/en/hongkong/r-%E9%A4%8A%E5%BF%83%E6%AE%BF%E5%8F%B0%E5%BC%8F%E9%A4%8A%E7%94%9F%E9%8D%8B-mong-kok-taiwan-hot-pot-r526080/reviews,Mong Kok,2010,"[1009, 1001]","[Taiwan, Hot Pot]",$201-400,"Shop 106-112, 1/F, Sun Hing Building, 607 Nathan Road",169,145.0,1.0,4.162962,10470,22.3168122,114.16967790000001
Dalin Pocha 達人包車,/en/hongkong/r-dalin-pocha-tsim-sha-tsui-korean-korean-fried-chicken-r448018/reviews,Tsim Sha Tsui,2008,"[2001, 1025, 1010, 1085, 1018]","[Korean, Roast Meat, Bar, Korean Fried Chicken, Outdoor]",$101-200,78-81 Kimberley Road,219,152.0,3.0,3.688647,12390,22.301918,114.17517340000002
Kaifong Cafe 街坊Cafe,/en/hongkong/r-kaifong-cafe-mong-kok-western-all-day-breakfast-r526397/reviews,Mong Kok,2010,"[1004, 1014, 1003, 4000, 1075, 1008]","[Hong Kong Style, Dessert, Steak House, Western, All Day Breakfast, Coffee Shop]",$51-100,"Shop 1E,F& H, G/F, Witty Commercial Building, 1 Tung Choi Street",227,166.0,13.0,3.854772,15092,22.3162736,114.1710506
Hop Yik Tai 合益泰小食,/en/hongkong/r-hop-yik-tai-sham-shui-po-hong-kong-style-chinese-buns-r11291/reviews,Sham Shui Po,2019,"[1004, 1041, 1015]","[Hong Kong Style, Chinese Buns, Snack Shop & Deli]",Below $50,"G/F, 121 Lam Street",554,380.0,23.0,3.502963,16645,22.330392,114.16130600000001
Japanese Restaurant Doraya  定食 Doraya,/en/hongkong/r-japanese-restaurant-doraya-tsim-sha-tsui-japanese-sushi-sashimi-r83762/reviews,Tsim Sha Tsui,2008,"[2009, 1034]","[Japanese, Sushi/Sashimi]",$101-200,"6/F H8, 8 Hau Fook Street",209,151.0,6.0,3.82189,12725,22.299601000000003,114.174551
老川皇,/en/hongkong/r-%E8%80%81%E5%B7%9D%E7%9A%87-mong-kok-sichuan-r184033/reviews,Mong Kok,2010,"[1008, 1001]","[Sichuan, Stir-Fry]",$51-100,"1/F,  Omega Plaza, 32 Dundas Street",214,176.0,4.0,3.8429260000000003,4431,22.315008600000002,114.16937309999999
Coffee Jobs,/en/hongkong/r-coffee-jobs-mong-kok-western-r465886/reviews,Mong Kok,2010,"[4000, 1008]","[Western, Coffee Shop]",$51-100,"Shop 3, G/F, Paradise Square, 3 Kwong Wa Street",296,230.0,13.0,3.743151,8705,22.316359600000002,114.1728713
The Graces Restaurant 玉桃軒酒家,/en/hongkong/r-the-graces-restaurant-kwun-tong-guangdong-dim-sum-r463419/reviews,Kwun Tong,2026,"[1002, 1036, 1001, 1005]","[Guangdong, Dim Sum, Stir-Fry, Dim Sum Restaurant]",$101-200,"6/F, Crocodile Center, 79 Hoi Yuen Road",225,199.0,6.0,3.908064,2115,22.311698820300002,114.22601223
Wing's Kitchen,/en/hongkong/r-wings-kitchen-tsim-sha-tsui-italian-pizza-r75929/reviews,Tsim Sha Tsui,2008,"[3006, 1022, 1, 1035, 6, 7]","[Italian, Pizza, Romantic Dining, Hamburger, Group Dining, Special Occasion Dining]",$101-200,"Shop C & D, G/F, Chevalier House, 45-51 Chatham Road South",319,195.0,43.0,3.514214,11424,22.2989066278,114.17553037399999
Kichi Jyu Japanese Restaurant 吉壽日本料理,/en/hongkong/r-kichi-jyu-japanese-restaurant-mong-kok-japanese-all-you-can-eat-r49768/reviews,Mong Kok,2010,"[2009, 1076]","[Japanese, All-you-can-eat]",$201-400,"5/F, 655 Nathan Road",483,331.0,44.0,3.733707,9247,22.3183587336,114.169235229
Sushi Ma Japanese Restaurant 鮨真,/en/hongkong/r-sushi-ma-japanese-restaurant-tsim-sha-tsui-japanese-sushi-sashimi-r143997/reviews,Tsim Sha Tsui,2008,"[2009, 1034]","[Japanese, Sushi/Sashimi]",Above $801,"20/F., 17-19 Ashley Road",199,193.0,0.0,4.243112,4221,22.296980376900002,114.170548841
Paradise Dynasty 樂天皇朝,/en/hongkong/r-paradise-dynasty-mong-kok-guangdong-chinese-buns-r493529/reviews,Mong Kok,2010,"[1002, 1041, 1001, 1011]","[Guangdong, Chinese Buns, Stir-Fry, Shanghai]",$101-200,"Shop 203-205, 2/F, Grand Tower, 639 Nathan Road",263,179.0,6.0,3.907725,5985,22.317957,114.169279
Via Tokyo,/en/hongkong/r-via-tokyo-tsim-sha-tsui-japanese-ice-cream-yogurt-r476944/reviews,Tsim Sha Tsui,2008,"[2009, 1014, 1015]","[Japanese, Dessert, Ice Cream/yogurt]",Below $50,"G/F, 29A Cameron Road",218,152.0,2.0,3.966341,6961,22.299389,114.1746509
Miyazaki 宮崎日式燒肉店,/en/hongkong/r-miyazaki-mong-kok-japanese-all-you-can-eat-r50548/reviews,Mong Kok,2010,"[2009, 1025, 1076]","[Japanese, Roast Meat, All-you-can-eat]",$201-400,"Shop B102, B/F, Grand Tower, 639 Nathan Road",455,286.0,53.0,3.543452,23839,22.3175349463,114.169267416
Fei Jie 肥姐小食店,/en/hongkong/r-fei-jie-mong-kok-hong-kong-style-r18013/reviews,Mong Kok,2010,"[1004, 1015]","[Hong Kong Style, Snack Shop & Deli]",Below $50,"Shop 4A, 55 Dundas Street",704,496.0,18.0,3.591969,17934,22.315667,114.17182120000001
Te Momento 慕茶,/en/hongkong/r-te-momento-kwun-tong-international-ice-cream-yogurt-r185187/reviews,Kwun Tong,2026,"[6000, 1015, 1024]","[International, Ice Cream/yogurt, Upper-floor Cafe]",$51-100,"Rm 726, Blk A, Hoi Luen Industrial Centre, 55 Hoi Yuen Road",268,176.0,23.0,3.594767,8389,22.3102670463,114.224220514
NOM NOM DUMPLING 餃掂手工餃子雲吞專門店,/en/hongkong/r-nom-nom-dumpling-prince-edward-sichuan-noodles-rice-noodles-r185194/reviews,Prince Edward,2029,"[1002, 1010, 1001, 1008, 1039, 1083]","[Guangdong, Noodles/Rice Noodles, Stir-Fry, Sichuan, Wonton/Dumpling, Food Wise Eateries]",Below $50,"G/F., NO. 30 Boundary Street",230,197.0,8.0,4.052714,7012,22.326273999999998,114.16689
Supreme Hot Pot 靚煲皇,/en/hongkong/r-supreme-hot-pot-mong-kok-hong-kong-style-hot-pot-r172575/reviews,Mong Kok,2010,"[1004, 1001, 1001]","[Hong Kong Style, Hot Pot, Stir-Fry]",$101-200,"G/F, Skyline Tower, 18 Tong Mi Road",212,187.0,5.0,3.9136580000000003,3647,22.318379800000002,114.1664115
The Live House,/en/hongkong/r-the-live-house-mong-kok-western-wine-r49069/reviews,Mong Kok,2010,"[4000, 1008, 1010, 6, 11]","[Western, Wine, Bar, Group Dining, Casual Drink]",$101-200,"Basement, 731 Nathan Road",306,184.0,28.0,3.613754,22591,22.3214069523,114.168781936
Ajidouraku 味道樂居酒屋,/en/hongkong/r-ajidouraku-cheung-sha-wan-japanese-r495527/reviews,Cheung Sha Wan,2013,"[2009, 1033]","[Japanese, Izakaya]",$101-200,"Shop C, G/F, Green Court, 498 Un Chau Street",196,156.0,8.0,3.865445,8365,22.3400375,114.153582
Thai Master Restaurant & Bar 泰斗,/en/hongkong/r-thai-master-restaurant-bar-tsim-sha-tsui-thai-r435255/reviews,Tsim Sha Tsui,2008,[2004],[Thai],$201-400,"Level 4, Zhongda Building, 38-40 Haiphong Road",227,189.0,11.0,3.767674,9287,22.29791,114.17071399999999
Big Bang Don 爆丼屋,/en/hongkong/r-big-bang-don-mong-kok-japanese-sushi-sashimi-r504695/reviews,Mong Kok,2010,"[2009, 1034]","[Japanese, Sushi/Sashimi]",$101-200,"Shop 8, G/F, 50 Soy Street",341,140.0,66.0,3.261926,18911,22.316679500000003,114.1713756
Tenno Ramen 拉麵天王,/en/hongkong/r-tenno-ramen-hung-hom-japanese-ramen-r177334/reviews,Hung Hom,2015,"[2009, 1005]","[Japanese, Ramen]",$51-100,"G/F, B5B, 17-27 Tak Man Street",248,183.0,7.0,3.8439650000000003,6300,22.306010999999998,114.18799950000002
Kai Kai 佳佳甜品,/en/hongkong/r-kai-kai-jordan-hong-kong-style-dessert-r485094/reviews,Jordan,2028,"[1004, 1014, 1015]","[Hong Kong Style, Dessert, Snack Shop & Deli]",Below $50,"G/F, 29 Ning Po St",198,134.0,3.0,3.900267,9407,22.3065632,114.1710717
Daikiya Japanese Restaurant 樂天大喜屋日本料理,/en/hongkong/r-daikiya-japanese-restaurant-mong-kok-japanese-all-you-can-eat-r187894/reviews,Mong Kok,2010,"[2009, 1076, 1083]","[Japanese, All-you-can-eat, Food Wise Eateries]",$201-400,"2/F, Chong Hing Square, 593-601 Nathan Road",243,179.0,11.0,3.880176,13298,22.316257,114.16973200000001
Kum Lo Hotpot 金撈老鴨湯刺身火鍋專門店,/en/hongkong/r-kum-lo-hotpot-jordan-hong-kong-style-hot-pot-r193068/reviews,Jordan,2028,"[1004, 1001, 1034]","[Hong Kong Style, Hot Pot, Sushi/Sashimi]",$101-200,"Shop 41&43, G/F, Man Cheong Building, 25-47 Man Cheong Street",206,172.0,5.0,3.909359,8070,22.308187598000004,114.16575104
Under Vacuum The Steak 慢煮工業,/en/hongkong/r-under-vacuum-the-steak-prince-edward-western-all-day-breakfast-r505730/reviews,Prince Edward,2029,"[4000, 1026, 1008, 1075]","[Western, Sandwich, Coffee Shop, All Day Breakfast]",$51-100,"G/F, 91 Prince Edward Road West",214,141.0,17.0,3.8112739999999996,11635,22.3234657,114.1655817
Wai Kee Noodle Cafe 維記咖啡粉麵,/en/hongkong/r-wai-kee-noodle-cafe-sham-shui-po-hong-kong-style-noodles-rice-noodles-r3953/reviews,Sham Shui Po,2019,"[1004, 1010]","[Hong Kong Style, Noodles/Rice Noodles]",Below $50,"G/F, 62 & 67 Fuk Wing Street / Shop D, G/F, 165-167 Pei Ho Street",1023,641.0,88.0,3.374304,14972,22.3314988063,114.16347733100001
Cosmos Restaurant & Bar,/en/hongkong/r-cosmos-restaurant-bar-tsim-sha-tsui-western-seafood-r513644/reviews,Tsim Sha Tsui,2008,"[4000, 1009, 1003]","[Western, Seafood, Steak House]",$101-200,"G/F, Tung Wui Commercial Building, 27 Prat Avenue",197,170.0,10.0,3.859736,6896,22.2985945,114.1752415
Running Chicken 米走雞,/en/hongkong/r-running-chicken-cheung-sha-wan-hong-kong-style-chicken-hot-pot-r168939/reviews,Cheung Sha Wan,2013,"[1004, 1001, 1074]","[Hong Kong Style, Hot Pot, Chicken Hot Pot]",$101-200,"G/F., 383 Castle Peak Road",254,202.0,10.0,3.819672,7801,22.3389865673,114.15558010299999
Daikiya Japanese Restaurant 大喜屋日本料理,/en/hongkong/r-daikiya-japanese-restaurant-tsim-sha-tsui-japanese-all-you-can-eat-r50623/reviews,Tsim Sha Tsui,2008,"[2009, 1076, 1083]","[Japanese, All-you-can-eat, Food Wise Eateries]",$201-400,"5/F, 74-78 Nathan Road, Manson Building",352,259.0,31.0,3.816564,15999,22.298211399999996,114.1722288
Veggie Family 素食一家,/en/hongkong/r-veggie-family-mong-kok-international-meatless-menu-r10261/reviews,Mong Kok,2010,"[6000, 1011, 1073]","[International, Vegetarian, Meatless Menu]",$101-200,"Ching Wah Building, 143 Sai Yee Street",330,222.0,34.0,3.603908,6029,22.32164,114.17105600000001
Chiba 吃吧,/en/hongkong/r-chiba-mong-kok-western-r492212/reviews,Mong Kok,2010,"[4000, 1010, 6000]","[Western, Bar, International]",$101-200,"Room 2, 2/F, Kiu Kin Building, 566-568 Nathan Road",169,146.0,1.0,4.136969000000001,6340,22.314874,114.17055959999999
Studio Caffeine,/en/hongkong/r-studio-caffeine-jordan-western-salad-r189852/reviews,Jordan,2028,"[4000, 1075, 1008, 1081]","[Western, All Day Breakfast, Coffee Shop, Salad]",$51-100,"G/F, 284 Temple Street",211,161.0,7.0,3.7181370000000005,9406,22.303930899999997,114.169822
OPPA Coffee Bar Restaurant,/en/hongkong/r-oppa-coffee-bar-restaurant-tsim-sha-tsui-korean-r437337/reviews,Tsim Sha Tsui,2008,[2001],[Korean],$101-200,"G/F, 1F Kimberley Street",308,239.0,42.0,3.569333,5668,22.3005796,114.1751334
Burgerman,/en/hongkong/r-burgerman-tai-kok-tsui-american-hamburger-r164862/reviews,Tai Kok Tsui,2005,"[4001, 1035, 1002]","[American, Hamburger, Takeaway]",$51-100,"Shop C, G/F., 95-97 Ivy St.",278,236.0,11.0,3.86534,6118,22.321396300000004,114.1606382
Mrs Tang Cafe 華嫂冰室,/en/hongkong/r-mrs-tang-cafe-kwun-tong-hong-kong-style-sandwich-r470035/reviews,Kwun Tong,2026,"[1004, 1026, 1009]","[Hong Kong Style, Sandwich, Tea Restaurant]",Below $50,"Shop 1, King Palace Plaza, 55 King Yip Street",219,111.0,11.0,3.523284,10330,22.3081682,114.22546470000002
村爺爺龍蝦湯.泡飯.燉湯專家,/en/hongkong/r-%E6%9D%91%E7%88%BA%E7%88%BA%E9%BE%8D%E8%9D%A6%E6%B9%AF-%E6%B3%A1%E9%A3%AF-%E7%87%89%E6%B9%AF%E5%B0%88%E5%AE%B6-yau-ma-tei-hong-kong-style-soup-r475278/reviews,Yau Ma Tei,2011,"[1004, 1017, 1009, 1072]","[Hong Kong Style, Soup, Tea Restaurant, Skewer]",Below $50,"G/F, 72 Portland Street",204,165.0,10.0,3.7865,5517,22.313958,114.1699795
Together Hot Pot 同人鍋,/en/hongkong/r-together-hot-pot-tsim-sha-tsui-hong-kong-style-chicken-hot-pot-r505301/reviews,Tsim Sha Tsui,2008,"[1004, 1001, 1009, 1074]","[Hong Kong Style, Hot Pot, Seafood, Chicken Hot Pot]",$201-400,"Shop 4A, G/F & 1/F, Quality Tower, 29-31 Hillwood Road",263,228.0,14.0,3.882558,3045,22.3028725913,114.173554028
La Scala 花月庭,/en/hongkong/r-la-scala-mong-kok-international-buffet-r1793/reviews,Mong Kok,2010,"[6000, 1032, 1011, 6, 1071, 7]","[International, Buffet, Hotel Restaurant, Group Dining, Certified Halal Food, Special Occasion Dining]",$201-400,"2/F, Royal Plaza Hotel, 193 Prince Edward Road West",482,270.0,70.0,3.518903,31705,22.324214430599998,114.172968864
Madam's Kitchen 好媽媽台灣館,/en/hongkong/r-madams-kitchen-prince-edward-taiwan-r433483/reviews,Prince Edward,2029,"[1009, 1001]","[Taiwan, Stir-Fry]",$51-100,"G/F, Kam Fung House, 100 Lai Chi Kok Road",205,152.0,16.0,3.811055,7910,22.324683372,114.16579932
Heart's Dessert 甜入心,/en/hongkong/r-hearts-dessert-sham-shui-po-hong-kong-style-dessert-r135959/reviews,Sham Shui Po,2019,"[1004, 1014, 1202]","[Hong Kong Style, Dessert, Sweet Soup]",Below $50,"G/F, 57 Fuk Wing Street",277,213.0,11.0,3.846692,5989,22.330103,114.164929
R&B,/en/hongkong/r-r-b-tsim-sha-tsui-western-all-day-breakfast-r167700/reviews,Tsim Sha Tsui,2008,"[4000, 1075, 1006]","[Western, All Day Breakfast, Western Restaurant]",$101-200,"3/F, Pacific Mansion, 172-174 Nathan Road",188,116.0,7.0,3.755376,15933,22.3024591,114.1720366
Wall City Flavor 城寨風味,/en/hongkong/r-wall-city-flavor-kowloon-city-guangdong-r26823/reviews,Kowloon City,2001,"[1002, 1001]","[Guangdong, Stir-Fry]",$101-200,"G/F,6-6A,Nam Kok Road",203,170.0,12.0,3.8631309999999996,5773,22.328020600000002,114.18982050000001
Yahataya Shabu Shabu 八幡屋涮涮鍋,/en/hongkong/r-yahataya-shabu-shabu-mong-kok-japanese-all-you-can-eat-r472499/reviews,Mong Kok,2010,"[2009, 1001, 1034, 1076]","[Japanese, Hot Pot, Sushi/Sashimi, All-you-can-eat]",$101-200,"12/F, King Wah Centre, 628 Nathan Road",295,255.0,12.0,3.933583,9288,22.317723283400003,114.169976599
蜀府川鍋,/en/hongkong/r-%E8%9C%80%E5%BA%9C%E5%B7%9D%E9%8D%8B-yau-tong-sichuan-hot-pot-r108611/reviews,Yau Tong,2012,"[1008, 1001, 1001]","[Sichuan, Hot Pot, Stir-Fry]",$101-200,"G/F, Block 3, Yau Tong Industrial Building, 2 Sze Shan Street",190,168.0,8.0,4.003191,2307,22.295370000000002,114.23768600000001
燒魂一,/en/hongkong/r-%E7%87%92%E9%AD%82%E4%B8%80-tsim-sha-tsui-japanese-buffet-r34141/reviews,Tsim Sha Tsui,2008,"[2009, 1032]","[Japanese, Buffet]",$201-400,"2/F, Cameron Centre, 57-59 Chatham Road",418,238.0,78.0,3.444957,11577,22.2992416468,114.17573690399999
Aqua,/en/hongkong/r-aqua-tsim-sha-tsui-japanese-fine-dining-r10757/reviews,Tsim Sha Tsui,2008,"[2009, 1009, 1, 3006, 1034, 1200]","[Japanese, Seafood, Romantic Dining, Italian, Sushi/Sashimi, Fine Dining]",$401-800,"29/F, Penthouse, 1 Peking Road",266,146.0,40.0,3.643191,19835,22.296045284499996,114.169873595
Scoool Cafe 小時光,/en/hongkong/r-scoool-cafe-kwun-tong-taiwan-r446342/reviews,Kwun Tong,2026,"[1009, 1008, 1024]","[Taiwan, Coffee Shop, Upper-floor Cafe]",$51-100,"Flat C, 1/F, Mai Hing Industrial Building Block A, 18 Hing Yip Street",320,115.0,49.0,3.139261,19368,22.308749,114.2250324
Le Viet,/en/hongkong/r-le-viet-tsim-sha-tsui-western-skewer-r145103/reviews,Tsim Sha Tsui,2008,"[2002, 1072, 4000]","[Vietnamese, Skewer, Western]",$101-200,"Shop L402, 4/F, The ONE, 100 Nathan Road",235,177.0,16.0,3.789592,4128,22.299714808,114.172378778
Diletto,/en/hongkong/r-diletto-tsim-sha-tsui-western-r522213/reviews,Tsim Sha Tsui,2008,"[3006, 1003, 4000]","[Italian, Steak House, Western]",$201-400,"1/F, Eu Yan Sang Tower, 11-15 Chatham Road South",178,130.0,11.0,3.968125,10423,22.2969701,114.17511999999999
Hato Teppanyaki 心鉄板燒,/en/hongkong/r-hato-teppanyaki-tsim-sha-tsui-japanese-teppanyaki-r499317/reviews,Tsim Sha Tsui,2008,"[2009, 1024]","[Japanese, Teppanyaki]",$401-800,"18/F, 17-19 Ashley Road",171,163.0,1.0,4.230239,2958,22.2969362,114.17031740000002
Flaming Pot 火薈中日火鍋,/en/hongkong/r-flaming-pot-prince-edward-hong-kong-style-chicken-hot-pot-r498646/reviews,Prince Edward,2029,"[1004, 1001, 2009, 1034, 1074]","[Hong Kong Style, Hot Pot, Japanese, Sushi/Sashimi, Chicken Hot Pot]",$201-400,"1/F, Garden Heights, 239 Fa Yuen Street",192,183.0,4.0,4.1165769999999995,1047,22.3261466,114.16956640000001
Kobekyu 吉列牛忌廉烏冬專門店,/en/hongkong/r-kobekyu-mong-kok-japanese-ramen-r525996/reviews,Mong Kok,2010,"[2001, 1005, 2009, 1037]","[Korean, Ramen, Japanese, Udon]",$101-200,"17/F, 726 Nathan Road",194,134.0,11.0,3.79543,12176,22.3211526,114.1690855
軟橋米苔目餐廳,/en/hongkong/r-%E8%BB%9F%E6%A9%8B%E7%B1%B3%E8%8B%94%E7%9B%AE%E9%A4%90%E5%BB%B3-sham-shui-po-taiwan-noodles-rice-noodles-r505737/reviews,Sham Shui Po,2019,"[1009, 1010]","[Taiwan, Noodles/Rice Noodles]",Below $50,"Shop B, G/F, 249 Apliu Street",207,188.0,1.0,4.114077,3337,22.330834,114.160872
Delicious House Food 麻市滋味館,/en/hongkong/r-delicious-house-food-jordan-guangdong-seafood-r436332/reviews,Jordan,2028,"[1002, 1009, 1001]","[Guangdong, Seafood, Stir-Fry]",$101-200,"Shop B, G/F, Kai Yee Court, 68 Battery Street",163,156.0,2.0,4.09375,2537,22.3081404502,114.16910246
L'attitude,/en/hongkong/r-lattitude-tsim-sha-tsui-western-ice-cream-yogurt-r501604/reviews,Tsim Sha Tsui,2008,"[4000, 1014, 1021, 6000, 1015]","[Western, Dessert, Yoshoku, International, Ice Cream/yogurt]",$101-200,"Shop A, G/F, 19 Cameron Road",217,187.0,2.0,3.990801,5219,22.2991853,114.17412009999998
